Upc,Department,qty,amount($),Name
4.99E+11,Frozen,1,20,fish 4
4.99E+11,Pasta/Rice,1,45,Cassava Flour
4.99E+11,General Food,1,4,Maggi bag
4.99E+11,General Food,1,45,Semolina
4.99E+11,Vitamins/Medicine,1,10,Rhumine 1%
4.99E+11,Household,1,10,Cocoa butter  creeme
2.00E+11,Snacks,1,0.5,chips/cookies
4.99E+11,General Food,1,65,White corn
4.99E+11,General Food,1,55,Bag of rice
4.99E+11,Meat/Fish,1,35,Box tilapia fish
4.99E+11,General Food,1,1.99,Sadine
4.99E+11,General Food,1,7,Bitetekuteku
4.99E+11,General Food,1,2,Sardines
4.99E+11,General Food,1,7,Matembele
4.99E+11,General Food,1,15,Soso
4.99E+11,General Food,1,8,Pondu
4.99E+11,General Food,1,3.5,Tea leaves
4.99E+11,General Food,1,7,Mfumbwa
4.99E+11,General Food,1,1,Small seeds item
4.99E+11,Cleaning&body,1,5,Dermo-Gel
4.99E+11,General Food,1,6,Peanut 4 cup
4.99E+11,General Food,1,4,Pack of union
4.99E+11,Drinks,1,2,Pepsi
4.99E+11,General Food,1,8,Pondu
4.99E+11,General Food,1,40,Mikeke
4.99E+11,General Food,1,10,Meat
4.99E+11,General Food,1,35,Box of fish
4.99E+11,Drinks,1,9,Pack of watercase
4.99E+11,General Food,1,50,Small fish
4.99E+11,General Food,1,199.9,Box of thomson
4.99E+11,General Food,1,30,3salty fish
4.99E+11,General Food,1,6,White garri
4.99E+11,General Food,1,150.99,Box of cassava
4.99E+11,General Food,1,21,Salt fish
4.99E+11,General Food,1,7.09,Sour sour
4.99E+11,General Food,1,14.99,White rice
4.99E+11,Drinks,1,40,Box of fanta
4.99E+11,General Food,1,70,Box of turkey tails
2.00E+11,General Food,1,6,Matembele
4.99E+11,General Food,1,6.99,Matembele
4.99E+11,Cleaning&body,1,10,Sivoclair
4.99E+11,General Food,1,50,smoke fisn
4.99E+11,General Food,1,160,Box of salty fish
4.99E+11,General Food,1,5,Pepper
4.99E+11,Clothes,1,40,clothes
4.99E+11,Clothes,1,10,Flag
2.00E+11,General Food,1,6,Bitekuteku
4.99E+11,General Food,1,6.99,Bitekuteju
4.99E+11,Cleaning&body,1,30,Sandal
2.00E+11,Drinks,1,0.5,WAter
4.99E+11,General Food,1,28,rice
4.99E+11,General Food,1,28,rice
4.99E+11,General Food,1,50.99,Jasmine rice
4.99E+11,Drinks,1,39.99,Box of jamica ginger
4.99E+11,General Food,1,6.99,Bitter leaves
4.99E+11,General Food,1,26,Golden elephant
4.99E+11,General Food,1,5,Kwanga
4.99E+11,General Food,1,7,Safou
4.99E+11,Household,1,9.99,Ariel soup
4.99E+11,Frozen,1,7,placali
2.00E+11,General Food,1,1,Onga  tomate bouillon
2.00E+11,Household,1,1.25,Tissue
2.00E+11,General Food,1,1.5,Eggplant
2.00E+11,Pasta/Rice,1,3,water
2.00E+11,General Food,1,2.5,Idk
2.00E+11,General Food,1,3,food
2.00E+11,Pasta/Rice,1,3.99,Vbh
2.01E+11,General Food,1,1,Whole nutmeg
2.01E+11,General Food,1,5,K
2.01E+11,Pasta/Rice,1,6.66,Fufu
2.01E+11,General Food,1,7,safou
2.01E+11,General Food,1,8,Cassava (large)
2.01E+11,General Food,1,10,kagz
2.01E+11,General Food,1,11,Gari
2.02E+11,Cleaning&body,1,15,Portabke
2.02E+11,Household,1,17,Idk
2.02E+11,General Food,1,2,Sardine
2.02E+11,General Food,1,20.99,Fish
2.03E+11,General Food,1,30,PaymenT mads
2.04E+11,Clothes,1,40,African fabri
2.04E+11,Meat/Fish,1,50,Bike
2.05E+11,Clothes,1,50,African clotges
2.08E+11,General Food,1,5,Noflaye
2.10E+11,General Food,1,100,PAyment
2.12E+11,General Food,1,120,Fish
2.20E+11,General Food,1,2099,FisH
2.45E+11,General Food,1,45,Rice jasmine
87162424,General Food,1,1,Evaporated milk
651813035,General Food,1,1,Green Onions
9800895007,General Food,1,4.2,Nutella
10181041655,General Food,1,5,Palmer's Cocoa Butter Formula
10700101099,Snacks,1,1.25,Jolly Rancher
11111012080,Cleaning&body,1,10.99,Dove Men+Care(Tm):Extra Fresh 4.25 Oz
11111012172,Cleaning&body,1,5,Dove Men+Care(Tm):Extra Fresh 4.25 Oz
11111013773,Cleaning&body,1,5,Careaa
11111025523,Cleaning&body,1,8,DOve
11111123311,Cleaning&body,1,5,Dove:Go Fresh Cool Moisture
11111172685,Cleaning&body,1,1,Dove Men+Care(Tm):Extra Fresh
11111396487,Cleaning&body,1,8,Dove
11111504219,Cleaning&body,1,1,Dove
11111611207,Cleaning&body,1,3.5,Dove:Sensitive Skin - Unscented - Two Pack
11111613287,Cleaning&body,1,4,Dove:Gentle Exfoliating 1/4 Moisturizing Cream 4.25 Oz
11111614246,Cleaning&body,1,2.5,Dove:White 1/4 Moisturizing Cream
11111653221,Cleaning&body,1,6,Dove Men+Care E CC [MM]
11822660914,Cleaning&body,1,5.15,Blade
12000000133,Frozen,1,1,Pepsi Cola
12000000850,Drinks,1,0.75,Mountain Dew
12000005688,Drinks,1,0.75,Pepsi
12000107351,Drinks,1,1,Mountain Dew Diet:16.9 Oz
12000171956,Drinks,1,1.25,PEPSI COLA DIET 6PK
12000204968,Drinks,1,0.75,mtn dew
12000504051,Drinks,1,1.25,Pepsi
12000504082,Drinks,1,1.25,Mountain Dew
12005005713,Cleaning&body,1,3.05,Pink Zote Soap
12005005737,General Food,1,5,Zote White Laundry Soap
12044045664,Cleaning&body,1,2,Old spixe
12044049891,Cleaning&body,1,5,Dry spray
12546011099,Snacks,1,1,Trident
12546011112,Snacks,1,1,Trident Tropical Twist
12546011136,Snacks,1,1,Trident Watermelon
12546011440,Frozen,1,1.5,Trident Bubblegum
12546011471,Snacks,1,1,Trident
12546011518,Snacks,1,2.99,Trident
12546011723,Drinks,1,1,TRIDENT VUP BLACK RASPBER
12546012706,General Food,1,2,trident gum 
12546312417,Snacks,1,1,Dentyne Ice:Arctic Chill - Split 2 Fit Pack
12993441098,Drinks,1,1,Sparkling water
12993441111,Drinks,1,1.25,Sparkling water
14100077602,Snacks,1,0.5,Pepperidge Farm Goldfish:Cheddar
14100078180,Snacks,1,0.5,"Goldfish:Baked Snack Crackers, Pretzel"
14100086079,Snacks,1,0.5,Goldfish:Baked Snack Crackers
14113734066,General Food,1,2,Wonderful:Roasted & Salted - Shelled
14200000692,Snacks,1,0.25,Charms Blow Pops
14272138569,General Food,1,2,Pop
14272138576,Snacks,1,3.25,Tiger pops
14800000238,Snacks,1,5,Mott's Cinnamon Applesauce
15000070502,General Food,1,3,Gerber Rice Cereal Single Grain
15000070519,General Food,1,3.99,Gerber Oatmeal Cereal Single Grain
15878090183,General Food,1,8,"Fine corn mea,"
16000125063,General Food,1,2,GM HONEY NUT CHEERIOS CEREAL
16000285446,Snacks,1,1,Fruit snacks?
16571910303,Drinks,1,1,Sparkling Ice Black Raspberry
16571910310,Drinks,1,1,Sparkling Ice: Orange Mango
16571911256,Drinks,1,1,Sparkling Ice Lemon Lime
16571952105,Drinks,1,1,Sparkling Ice BlackCherry
17000018409,Cleaning&body,1,2,Dial Bar:Spring Water Antibacterial Deodorant 4 Oz
17082879783,General Food,1,1.4,Squatch
17400118204,General Food,1,12,Minute:White Instant Enriched Long Grain
19100109957,Cleaning&body,1,5,Jergens:Original Scent Cherry-Almond
19100109995,Cleaning&body,1,7.5,Jergens:Ultra Healing Extra Dry Skin
19100110007,Cleaning&body,1,10,Jergens:Ultra Healing Extra Dry Skin
19100181694,General Food,1,5,Jergens Ultra Healing
19100218246,Cleaning&body,1,5,Jergens
19200025225,Cleaning&body,1,5,Lysol Max Coverage Toilet Bowl Cleaner
19962156045,General Food,1,2.5,Ginger
19962156144,General Food,1,25,Ginger
19962156243,General Food,1,2.5,Ginger
19962156342,General Food,1,2.5,Ginger
20200022664,Snacks,1,2,Oven Delight Fudge Striped Shortbread
22000000675,General Food,1,1.5,Hubba Bubba Max:5 Pc Strawberry-Watermelon 8/
22000001726,Snacks,1,0.35,Doublemint
22000003195,General Food,1,1.2,Eclipse:Big E Pak Spearmint Sugarfree
22000004864,Snacks,1,1,Orbit:Peppermint Sugar Free
22000005120,Snacks,1,1,5 Peppermint Cobalt
22000008992,Snacks,1,1,Extra Spearmint Sugarfree
22000012852,Tobacco,1,10,Juicy Fruit Fruity Chews Bubble Gum
22000014641,Snacks,1,1.5,Life Savers / Gummies:5 Flavors
22000014757,Snacks,1,2,Orbit Bubblemint Sugar Free Chewing GumT
22000016065,General Food,1,2,Starbusrt FaveREDS
22000017772,Snacks,1,2.25,Sklittles Sour
22000021977,General Food,1,2,EXtra long lasting flavor 40 pieces
22000123701,General Food,1,1.5,SKITTLES SKITTLES ORIG SUB 9Z
22000279705,Snacks,1,3,Skittles
22200940207,Cleaning&body,1,1.25,Speed Stick Deodorant Regular
22600926610,Cleaning&body,1,10,Trojan Condoms:Ultra Thin Premium Lubricant
22796910066,Cleaning&body,1,8,": Nourishing Coconut Milk Conditioner, 13 oz"
24300781063,Snacks,1,0.75,Sunbelt Chocolate Chip Granola Bars
24300781087,Snacks,1,1,Sunbelt Bakery Oats & Honey
24300808388,Snacks,1,0.5,Honey bun
24300808845,Snacks,1,0.5,Zebra cake
24300833724,Snacks,1,0.5,Little Debbie Little Muffins
24300835209,Snacks,1,0.99,Little Debbie Frosted Donuts
24300835216,General Food,1,0.99,Little Debbie Powdered Donuts
24300835612,Snacks,1,0.5,Little Debbie Oatmeal Cream Pie
24300835667,Snacks,1,0.5,Little Debbie Nutty Bars
24300835711,Snacks,1,0.5,Little Debbie Swiss Cake Rolls
24300837852,Snacks,1,0.99,Little Debbie:Coconut Crunch Donuts
24300837869,Snacks,1,0.99,Little Debbie Cosmic:with Chocolate Chip Candy
24300865022,Snacks,1,0.5,Turtle bro
24300865107,Snacks,1,0.99,Little Debbie:Donut Sticks
24300865923,Snacks,1,0.5,Chocolate chip cookies
24435777146,General Food,1,10,Oloye
24435777184,General Food,1,18,Oloye
24435777207,General Food,1,40,Olye
24600010535,Household,1,1.5,Morton Iodized Salt
24600017503,General Food,1,7,Morton Season All:Seasoned Salt
25500000343,General Food,1,5,Folgers:Classic Roast
25500204857,General Food,1,0,Folgers  afe
26200101927,Snacks,1,0.5,Slim Jim:Original
26200117003,General Food,1,1,Slim Jim:Original
26200117508,General Food,1,0.2,Slim Jim Giant Slim:Mild
26200144771,General Food,1,2,Savage
28000213190,General Food,1,3.5,Maggi Chicken Flavor
28000216283,General Food,1,40,Nestle Nido Kinder
28000369712,General Food,1,5,"MILO Nestle:Drink Mix, Fortified Chocolate"
28000467012,General Food,1,3,Nescafe Clasico
28000469719,General Food,1,8,Nestle Nido Dry Whole Milk
28000469733,General Food,1,24.99,Nestle Nido Dry Whole Milk
28000469757,General Food,1,40,Nido Dry Whole Milk
28000469771,General Food,1,45.99,Nido
28000553609,General Food,1,5,"Nestle:Drink Mix, Fortified Chocolate"
28000610302,General Food,1,13,Nestle Nido/Milk Powder
28000675585,General Food,1,7,Maggi Seasoning
28000803193,Meat/Fish,1,3.5,Maggi:Chicken Flavor
28000998509,General Food,1,15,Maggi
28293022028,Snacks,1,1,Fiery hot
28400000246,General Food,1,1,Frito Cheese Jalapeno Cheddar Flavored
28400000666,Snacks,1,1,Funyuns:1.25 Oz Bag
28400001342,Snacks,1,0.5,Cheetos Puffs
28400002912,Snacks,1,0.5,Ruffles:Cheddar & Sour Cream
28400003001,General Food,1,1,Lay's:Barbecue
28400008617,General Food,1,0.5,Lay's:Barbecue
28400014236,General Food,1,0.5,Smartfood:White Cheddar
28400038492,Snacks,1,0.5,Doritos flammas
28400040037,General Food,1,0.5,Fritos:Original
28400040112,Snacks,1,0,Cheetos Crunchy:Cheese Flavored Snacks
28400040129,Snacks,1,0.5,Cheetos Flamin' Hot Crunchy:Cheese Flavored Snacks
28400041560,Snacks,1,1.99,chesters puffcorn cheese
28400043014,Snacks,1,1,Chester's Flamin' Hot Fries:Corn & Potato Snacks
28400047906,General Food,1,1,Cheetos:Crunchy
28400047913,Snacks,1,1.5,Cheetos Flamin' Hot:Crunchy
28400047920,Snacks,1,1.5,Cheetos Flamin' Hot:Limon - Crunchy
28400047937,General Food,1,2,Fritos:The Original
28400068826,Snacks,1,0.5,Fritos
28400069298,Snacks,1,0.5,Doritos:Spicy Sweet Chili
28400089326,Snacks,1,1,Funyuns Flamin' Hot:Onion Flavored Rings
28400090094,Snacks,1,0.5,Lay's:Salt & Vinegar
28400090179,Snacks,1,0.75,Ruffles:Cheddar & Sour Cream
28400090858,Snacks,1,0.75,Lays Classic Potato Chips
28400090896,General Food,1,0.5,Doritos:Nacho Cheese
28400091473,Snacks,1,0.75,Flamin hot
28400091534,Snacks,1,0.75,Cheetos
28400091565,Household,1,1,Lay's:Classic
28400162128,Snacks,1,1,Doritos Dinamita Chile Limon
28400217019,Snacks,1,1,Doritos
28400259422,Snacks,1,1.3,GRANDMAS COOKIES
28400259552,Snacks,1,1.3,Grandma's Cookies Peanutbutter 2.875 Oz
28400259613,Snacks,1,1.3,Grandmas choc chip 2 7/8 oz
28400259897,Snacks,1,1,GRANDMAS OATMEAL
28400260343,Snacks,1,1.3,Grandma's
28400260725,Snacks,1,1.3,GRANDM'S PEANUT BUTTER
28400261579,Snacks,1,1,Sunflwer seed 1.34oz
28400306980,Snacks,1,2,DORITOS
28400323819,Snacks,1,2,LB HNY BBQ
28400323826,Tobacco,1,2,Lays Classic
28400323888,Snacks,1,2,LAYS SWT HEAT BBQ CHIPS $1.89
28400324205,Snacks,1,2,Lays Baebecue
28400325042,Snacks,1,2,Doritos
28400325059,Snacks,1,2,Doritos
28400325080,Snacks,1,2,DORITOS SPICY NACHO $1.89
28400325226,Snacks,1,1,Doritos
28400327282,Snacks,1,2,Frito Honey BBQ
28400327299,Snacks,1,1,Frito Chili Cheese
28400327305,General Food,1,2,Frito Orignal
28400329125,Snacks,1,2,Cheetos
28400329132,General Food,1,1.99,Chip
28400329453,General Food,1,2,cheetos
28400329484,Snacks,1,2,Cheetos
28400329491,Snacks,1,2,CHEETOS FLAMMING HOT $1.89
28400331791,Snacks,1,2,SmartFood
28400705721,Snacks,1,2.49,Puff
29444423725,General Food,1,6,Tropiway Cocoyam Fufu Flour
29444717800,General Food,1,6.99,Tropiway Platain Fufu Flour
29444919129,General Food,1,35.99,Plantain fufu
30100215981,Snacks,1,0.5,"Keebler:Baked Graham Cracker Sticks, Scooby-Doo!, Cinnamon"
30772032435,Cleaning&body,1,10,Tide
31146150601,Snacks,1,1,Nong Shim:Gourmet Spicy
31146250103,General Food,1,1.5,Nong Shim:Hot & Spicy
31146262571,Snacks,1,3,Nong Shim:Spicy Chicken
31200200310,General Food,1,2.96,Ocean Spray Diet:Cranberry Juice Drink
32251766992,General Food,1,1.9,Garluc
33200197263,Cleaning&body,1,5,Deodorant
33200975427,Cleaning&body,1,5.25,Oxl clean
33200975601,Cleaning&body,1,10,laundry
33844000196,General Food,1,1.5,Badia Whole Bay Leaves
33844000325,General Food,1,1.99,Badia Nutmeg
33844000370,General Food,1,1.2,Badia Cloves
33844007508,General Food,1,3,Badia Nutmeg
34000002405,Snacks,1,1,Hershey's Milk Chocolate
34000002412,Snacks,1,1,Hershey's Milk Chocolate with Almonds
34000002467,Snacks,1,1,Kit Kat
34000004409,Snacks,1,1,Reeses 2 Peanut Butter Cups
34000005451,General Food,1,2.5,Ice Breakers Artic Grape
34000008438,Snacks,1,1.25,Ice Breakers - Peppermint
34000013272,General Food,1,1.5,Almond Joy-5pk
34000020409,Snacks,1,2,"Almond Joy:Bars, Snack Size"
34000170388,General Food,1,2,Hershey's:Milk Chocolate
34000191413,Snacks,1,2,"Hershey's:Milk Chocolate with Almonds, Giant Bar"
34000249916,Snacks,1,2,1
34000290055,General Food,1,2.5,Hershey's:Milk Chocolate
34000432271,General Food,1,2.5,Reeses
34000460601,Snacks,1,2,Reese'x
34000460625,Snacks,1,1,Reeses
34000470563,General Food,1,1.5,Reeses mini
34000470679,General Food,1,3.99,Rolo
